"","BL11","BL12","BL21","BL22","CF11","CF12","CF21","CF22","POOL1","POOL2","POOL3","POOL4","S111","S112","S121","S122","S711","S712","S721","S722"
"tr|A0A140N9J5|A0A140N9J5_ECOBD",4361285.7873209,4291185.30157029,4372162.64516231,4172561.63428187,4175734.57432569,3838966.03692688,4099526.4819759,3942906.32743396,3321627.61230275,3498298.35004137,3288759.71175863,3531166.25058549,2780940.53432992,2704284.42877697,2477883.23284269,2473420.65271508,2820219.15085853,2760228.77547714,2527241.92593427,2369707.11973721
"tr|A0A140N9J8|A0A140N9J8_ECOBD",417513.619850532,396026.651299987,412683.101424526,503062.137711711,231817.546642677,257433.955795379,271176.607158477,267681.596020241,293169.699116915,317604.171915063,308260.078756178,302513.7922758,255860.387617437,242671.042850138,284788.005940249,231085.139651101,221258.755052674,228961.771373917,210968.765997511,203331.486807635
"tr|A0A140N9K0|A0A140N9K0_ECOBD",700022.935719054,664457.142933718,584532.661015168,597254.567702722,847121.873681827,745219.913239507,775713.467120259,701969.963512176,488834.124937553,506837.185549618,493278.084406901,502393.226080269,207111.492185946,290328.293086589,263230.050679107,278584.749880242,276069.747355836,277230.458427061,291972.451215143,205748.42190305
"tr|A0A140N9K1|A0A140N9K1_ECOBD",38495.3344004854,34259.3249960945,33061.05080303,37169.1920845841,50505.1977495814,53055.8175722025,50477.7097987914,44257.8190095088,38102.5218175257,39486.5557935031,38655.9609404658,38933.1166705629,34608.5445081775,44452.1024846059,48962.3972737329,34415.6428872862,32843.3564806802,34149.8113600922,41605.3853226318,37146.4172145087
"tr|A0A140N9K4|A0A140N9K4_ECOBD",13330971.0720085,11099457.853049,12018497.1349918,11769977.5076621,13049461.3635796,11775403.9851337,11689872.5308976,10916119.2895995,10239182.0747166,10252072.5116098,10366774.5989627,10124479.9873637,9769562.93806834,8512681.25363438,8670966.24319656,8283339.88942147,8080745.91180712,7434702.3603603,7626262.24164485,7565064.0911519
"tr|A0A140N9K5|A0A140N9K5_ECOBD",94446.8132134187,78213.5313696307,89386.0380003157,98122.7231474572,115511.618774147,111851.239710307,109480.045365204,107830.548611103,102137.551914775,97263.2564105757,100886.344857746,98514.4634676045,69044.2978569049,74126.186081796,74567.8603528769,73104.4785401855,159984.52293338,115757.999259324,143169.223044143,173915.010405407
"tr|A0A140N9K8|A0A140N9K8_ECOBD",195960.587834182,187763.952346267,156205.323941528,179576.221482961,162835.129605412,198788.733698243,158701.066924818,197802.176818782,183026.507339556,181289.451404921,172455.111489267,191860.84725521,178655.631724442,180845.697321605,144342.041351924,207612.254218827,162400.585946227,243408.839953583,187719.432989345,148841.803706145
"tr|A0A140N9K9|A0A140N9K9_ECOBD",181658.937833437,179345.307834453,175706.147878247,170624.343761988,211673.677014592,226963.186805594,215065.602969603,239609.799583067,198841.104788954,218794.268185924,216925.957392424,200709.415582454,241028.915295489,201566.629288269,234957.450063681,196911.496272385,202700.766241109,177184.801027111,190502.655933532,207678.944207429
"tr|A0A140N9L1|A0A140N9L1_ECOBD",284660.402808255,182136.695636418,216939.066151441,254272.316984981,303500.978348771,238128.052696665,170887.550786299,254608.303636361,218448.312928057,226147.690741353,228949.736466485,215646.267202926,247156.677727251,179861.363609816,165791.583090709,210028.056857981,226389.690556919,157961.35854148,212158.567133991,201970.382863834
"tr|A0A140N9L4|A0A140N9L4_ECOBD",113814.335841689,123887.946953361,119725.928567252,127623.659172906,118297.302341065,122754.27010962,124133.543916302,136757.328824512,117019.478142381,119194.309365372,123788.236159315,112425.551348439,95355.2928706103,109904.76176377,101643.639282784,87693.5257087343,101129.731094351,97770.7399885059,100906.719538532,93855.1810071014
"tr|A0A140N9L7|A0A140N9L7_ECOBD",977383.220333427,1026574.77456049,1065408.5692628,1081857.1377756,1396263.88104512,1384199.46119201,1472376.90139081,1435919.49574774,1092255.68487615,1131289.26369734,1104960.42007472,1118584.52849877,926223.711375244,1044796.72997888,991802.554309626,1006863.24258535,893780.95493419,925737.081879399,944885.826888782,837223.229679454
"tr|A0A140N9M2|A0A140N9M2_ECOBD",72360.5536147229,61927.3924964743,78165.4934490361,75107.7380478657,61768.0204260841,66303.3471482381,69571.9325831413,74798.6719255772,59332.8287946475,57347.1809625489,62908.9467024073,53771.0630547891,30952.9732135667,49684.3163926349,43803.1581232927,56416.2133598009,34651.886022609,47195.9508571993,53638.4221823197,37800.5019474215
"tr|A0A140N9M5|A0A140N9M5_ECOBD",2289289.32641631,2055858.59681179,2503095.52364542,2851813.92548319,2527977.57948145,2595045.33109178,2920820.76948739,2770943.99033961,2058760.1419063,2158775.78191752,2117195.53549579,2100340.38832802,1912080.8900879,1778696.19474626,1700643.72929722,1775619.85590818,1514073.46830104,1567877.59954856,1427754.32889789,1374809.01896986
"tr|A0A140N9M6|A0A140N9M6_ECOBD",33282150.0485462,33012566.709431,43780620.5286914,44826206.7114727,26854458.4742491,25836086.268266,28033051.8285562,27054111.8287444,25430823.4266739,24840397.1357856,25325897.9446961,24945322.6177635,15297542.4842519,17184763.8173183,17073984.437665,17081063.1855025,15231150.6131385,15638409.5516708,14222631.5669905,12396553.135861
"tr|A0A140N9M9|A0A140N9M9_ECOBD",5169387.45139663,5607158.76024982,5320960.43497006,5524316.59353547,4560177.72847765,4992964.5223325,5158802.62209217,5162991.95184028,4392629.14237036,4453264.80683868,4376204.33154299,4469689.61766605,3137529.04765649,3572048.36672697,3467933.33540943,3598064.14586261,3197357.36963744,3518337.0175488,3417698.28707657,3249611.49425339
"tr|A0A140N9N0|A0A140N9N0_ECOBD",1636927.90344998,1300160.82018732,1247526.38781485,1768199.15410652,1148273.52360334,1330570.06613754,1151661.10949312,1232809.40910984,1148659.08861461,1153013.46190604,1090073.10270575,1211599.4478149,883386.563408244,870557.329105553,1016743.07235812,782517.920396041,1003138.38810926,748480.849996579,884776.028553176,962210.755485263
"tr|A0A140N9N3|A0A140N9N3_ECOBD",501713.550215048,691571.152460692,668059.086683373,602295.647573438,389649.270888331,376652.717860166,527049.960045233,440994.566237745,411059.314388805,409294.434124324,425632.372802023,394721.375711105,126386.376223866,272136.142059323,202194.240715352,221960.773674277,174568.300142482,283240.35575244,289756.976885333,190955.34812086
"tr|A0A140N9N4|A0A140N9N4_ECOBD",797893.391116196,1021320.15862487,964258.191884176,820019.609387203,872283.361445782,991902.884889744,913923.361172061,972361.138814405,833465.156627807,829072.375187141,831599.567128716,830937.964686232,595802.545334081,687717.392659936,600708.126226956,693205.01868271,668279.391771792,745857.357991015,701499.775690669,644381.693297986
"tr|A0A140N9N5|A0A140N9N5_ECOBD",44958424.8365301,47031399.5715115,44633580.6220492,44969886.4069359,37767630.5914778,40120909.5597229,39969726.1026299,40181243.206926,43799197.8132023,43986987.889385,43895429.7717896,43890755.9307977,44363937.1473142,46230744.4350545,47538179.1346288,47733532.4850771,40872206.7746287,44037193.2767564,44365595.5235823,45492974.9006648
"tr|A0A140N9N6|A0A140N9N6_ECOBD",3932349.72729257,2223548.13806126,2398128.57799358,3389741.90094795,4681459.84550749,3838499.79529043,2392235.03887005,3319140.66786151,3509535.7048226,3506363.91259448,3522852.11393257,3493047.50348451,5277503.20030024,3812643.16148683,2886674.34016555,3649270.20265925,4723396.39633793,3455276.80407523,3847696.15759831,3357572.41295346
"tr|A0A140N9N7|A0A140N9N7_ECOBD",14615389.3001727,15948308.4407757,17286805.784903,18083230.7545305,24793696.5058404,23355879.0604784,27252058.9396799,26171249.5977665,17857859.1599592,18308000.6100666,17863452.7151076,18302407.0549181,12941978.5726634,16794607.4690688,16044133.9106271,16093801.9308388,15836045.486313,14605949.2178737,14370605.817598,14465450.114591
"tr|A0A140N9N9|A0A140N9N9_ECOBD",1037994.19753162,1763125.17069523,1655337.18401715,1781684.23565171,961124.732134156,1301445.01469397,1565569.95342736,1333210.83959566,1086519.41217437,1093836.5267202,1086469.33184805,1093886.60704652,410017.778203122,736023.363863255,612532.679467831,588095.215173843,616821.962650206,651309.314397444,812397.317231489,680606.310976784
"tr|A0A140N9P2|A0A140N9P2_ECOBD",2533046.36224754,2466751.07803688,2399801.17742662,2442588.39311759,3137046.38990779,3096867.23391909,2884476.19826157,3022171.28945402,2441662.14607334,2333279.11969943,2357809.36948839,2417131.89628438,1944560.45643276,2098983.16880316,1948900.34739078,1911625.96546998,1817999.84874249,1910355.92883117,1918527.89211864,1845082.95329694
"tr|A0A140N9P3|A0A140N9P3_ECOBD",55297932.5742772,55556793.6016317,53639108.3379824,58086812.8925446,51935014.0688487,53502919.4706072,51737513.37521,51475654.8712188,47211093.0557426,46686901.1137003,46836863.4759703,47061130.6934726,40201595.2323313,41984577.6219136,40795263.1258898,40056418.8142361,35722609.8116614,36906260.9284903,36048478.6861655,34367257.6327041
"tr|A0A140N9P4|A0A140N9P4_ECOBD",3044116.72683164,3075122.51909712,2862256.42985897,2691650.07175653,3167424.78821443,3347716.54301868,3156606.76994567,3069281.49001455,2728617.60439528,2788895.70205362,2773420.69726311,2744092.60918578,2136587.36062873,2284807.86474522,2645503.01985464,2316375.57471997,2747070.30596023,2768949.99946291,2626094.98459662,2580532.79814126
"tr|A0A140N9P6|A0A140N9P6_ECOBD",1623642.14137073,1638521.49583805,1371003.0817742,1450782.46848257,1107085.41731426,1062649.27937851,1168479.13242932,1119920.66034357,1115129.54922606,1174908.72397006,1158218.42459598,1131819.84860014,893683.336656326,1001593.63400217,977890.622196682,999982.223601895,801052.917803708,910190.524837878,914978.340320168,826937.856005439
"tr|A0A140N9P8|A0A140N9P8_ECOBD",109853.443384264,67934.2092212608,70857.7715701307,68708.2009134533,115857.663644251,80092.5590863739,123039.448244944,83064.8833634146,71441.8118696024,95832.4034168278,82156.1466883193,85118.0685981109,93374.6715844075,63140.858036043,76277.1405453146,81465.5928088604,79011.2484348849,80343.365938294,71911.5879582453,69083.2150381004
"tr|A0A140N9Q3|A0A140N9Q3_ECOBD",35046575.9488999,40441758.0927581,33636541.6114422,33105003.5807245,27761105.3890082,29526634.8363032,31654911.5467606,29861006.9016812,31613308.3319722,32034396.1760523,31877671.7863683,31770032.7216563,28938570.7016044,32484021.7592764,33240306.0039261,32494885.4984626,28703083.7054981,31887857.6915769,30097727.7246554,28845138.5368194
"tr|A0A140N9Q4|A0A140N9Q4_ECOBD",32506142.2648182,33419955.0471794,30426840.6777677,30893753.5448125,24369938.2906536,25814547.0453513,26570915.4982278,27041202.4152698,27407760.4686003,27757145.6325876,27465262.1444288,27699643.9567591,22823967.6798229,26001064.5388659,26237648.0351572,26514224.9640711,23859082.3716255,24999629.7921139,26684407.4472202,25204104.9365817
"tr|A0A140N9Q6|A0A140N9Q6_ECOBD",7946431.13408014,9747588.64253406,6922914.18654563,6539334.96435763,7901451.75000806,9003151.0837402,8410835.58016945,8408455.82310691,8229403.92425245,8954740.30333803,8475493.1149287,8708651.11266177,8274315.05376813,10047148.9089343,9504580.33517284,9202605.36283064,8661195.32890486,8786723.76721974,9119569.79268304,9266934.50204671
"tr|A0A140N9R2|A0A140N9R2_ECOBD",1350237.31978303,1590385.14426011,1361617.85371981,1352563.66662682,931479.911290084,1059456.28410879,1112505.34684212,1095640.71564018,1155416.21964313,1140773.75562069,1152052.64385303,1144137.33141079,840866.853156955,1109699.88968836,1200391.7014486,1124262.70552482,998902.992845398,1154122.98986907,1051136.23940102,1024223.56644688
"tr|A0A140N9R5|A0A140N9R5_ECOBD",39116.8241927186,29189.8645428929,33611.6508135879,41361.787928599,22693.538127626,18776.9497945007,37168.019099679,26397.195149385,53621.483550935,69502.1799818034,71008.0885174949,52115.5750152435,78620.7330552501,86891.7973996724,106832.111393616,108371.795665001,76185.7226608359,74065.370413539,87779.1069207786,57317.9241880923
"tr|A0A140N9R6|A0A140N9R6_ECOBD",19181388.8339728,18409309.912605,16494135.6841303,16377536.8632371,15618947.5498884,16294812.8710925,15192618.6569896,15179477.7916566,16505622.7704975,17142858.3282651,16952807.8485623,16695673.2502003,18017509.8152724,17313571.2781223,17768235.5949901,17565198.9585631,16019419.1105836,16029764.5839232,16013635.9573716,15491280.0843186
"tr|A0A140N9R8|A0A140N9R8_ECOBD",852741.352400221,722699.707478394,705312.095174996,804163.278587244,855625.920791543,776379.67683636,827838.31457813,790633.862141277,741793.827670918,744617.207883113,743863.964265804,742547.071288226,677005.707523534,703903.703770097,649329.923702036,678485.298421164,684395.144456811,708656.191013787,661869.144613754,654934.079088408
"tr|A0A140N9S7|A0A140N9S7_ECOBD",509168.005934957,444688.966510071,371860.747648274,444978.132528405,351937.309612584,484392.08913426,380760.203600986,568691.083260332,450533.410121918,490886.067342178,464645.289138049,476774.188326047,454689.229504063,527066.330709782,509241.981530601,528756.82475508,437646.005680952,523533.385008356,503737.011094957,343359.874808942
"tr|A0A140N9T2|A0A140N9T2_ECOBD",253922.231293464,247670.559853227,275039.898685411,322060.400443057,298989.714239842,343722.408156111,326180.4447192,308438.755122038,343976.50942567,361140.111179586,369137.603900036,335979.016705219,526993.812042528,425296.753017503,414559.982489507,424271.759891559,450080.14012282,439138.843214222,410124.454193253,405966.707417247
"tr|A0A140N9T5|A0A140N9T5_ECOBD",10241335.3913784,10278003.9060018,10205520.5744147,10451748.6563403,16146203.2245096,15822680.6233659,16601103.0936492,16440000.1803146,11699852.6121205,11683451.9478415,11679109.8638739,11704194.6960882,9939654.8375894,11527706.4582567,11270959.3561853,11698629.8136409,9667473.49722818,9897764.01170742,10024677.0489472,9502439.57691676
"tr|A0A140N9T6|A0A140N9T6_ECOBD",4052619.58112951,3720301.4166519,3764609.45924941,3993041.15506854,3833171.73523235,3683713.20763698,3539107.29727573,3476812.76908162,3301662.72037201,3352662.21185246,3282117.61907481,3372207.31314967,2838717.99474569,2908869.6788832,2882106.26054238,3020330.82615026,2792774.6563426,2631899.27638832,2911208.71136692,2625706.14116483
"tr|A0A140N9T8|A0A140N9T8_ECOBD",109299.400723093,115384.066032808,99888.4809820583,105376.649624794,104275.661397232,107419.190089271,113316.94303679,107154.824493575,87652.8971428187,94717.0996667628,94192.8149168935,88177.1818926879,77831.4228353274,85475.1109781663,82797.4084725704,77132.5502400286,75851.8771172624,69063.4881729034,77800.5808285412,60484.4168154968
"tr|A0A140N9T9|A0A140N9T9_ECOBD",748218.139273384,381021.649771882,354561.537240408,650368.252452775,914525.962240426,638497.130781911,414618.184610685,515585.177568947,503110.001771038,504563.331192881,497992.803440356,509680.529523562,406981.85406827,444616.468493236,335194.38525891,372220.462629481,405606.844647163,444224.3633084,536125.931991051,302690.630098794
"tr|A0A140N9U2|A0A140N9U2_ECOBD",2119279.04953045,2049303.89925354,1989007.06263918,2204473.53456659,2038392.02318476,1969540.77274881,2106761.54743499,1931767.88651387,1797204.91164185,1843799.38108202,1843446.09985536,1797558.1928685,1604600.11626835,1626818.82702394,1471552.13596872,1642516.12958397,1648505.47497737,1681335.25080311,1560098.21958529,1471123.3490858
"tr|A0A140N9U3|A0A140N9U3_ECOBD",3656824.28371318,3576940.79097419,3700376.07183382,4069205.48387293,4217850.12942674,3916854.38977391,3982461.8022851,3829594.45416523,3305059.23954396,3434848.97180036,3349361.91611904,3390546.29522529,2674054.69056475,2868818.30871873,2982333.01577313,2718991.30129769,2884087.13862941,2737022.29683636,2773558.18967998,2629521.63903841
"tr|A0A140N9V2|A0A140N9V2_ECOBD",2019138.21124597,1518281.75730941,1913993.83332928,2158300.13500112,2352937.62551087,2011397.79131778,2175328.56304513,2156027.45022079,1855056.06551988,1803865.11907028,1828126.6367769,1830794.54781326,1877067.00513336,1539874.18862847,1585903.05398493,1595137.83459863,1788675.8398373,1322950.68777086,1515089.55228232,1423868.91082125
"tr|A0A140N9V3|A0A140N9V3_ECOBD",21630494.4465305,19134891.4868836,27508815.3121248,28600678.1662803,17834203.5445441,17064201.5417474,18528036.1021466,19360155.1968295,15387246.555212,15237657.4644659,15717624.3996909,14907279.6199869,7396660.71498306,8884896.34514152,8398317.31236915,8642378.68357112,7758067.02709753,7999149.45178751,8675800.4837708,6300003.5819602
"tr|A0A140N9V4|A0A140N9V4_ECOBD",7747004.54930959,7735914.78603189,6560887.07314124,6488864.07233547,6857535.49551169,7246949.76617751,6463774.86002837,6335772.3077656,7531432.25589917,7711159.42417727,7518585.780595,7724005.89948144,7873311.32225061,8458369.9679603,8282541.77834737,8407426.2452428,8649089.43386325,8923978.07961367,8062172.94169393,8326614.07362627
"tr|A0A140N9V8|A0A140N9V8_ECOBD",46202868.2637877,47976713.3150033,46842741.5580324,46403358.5446715,44882805.8371628,48566222.5229135,49238933.3555644,50334114.6556527,54367670.3625644,55081393.2583728,54430969.3410598,55018094.2798773,64740775.2072198,67429188.3356658,67902013.6526902,68257741.7845979,54414496.4684857,56448798.1991142,60603533.9863035,61485521.2375481
"tr|A0A140N9W2|A0A140N9W2_ECOBD",135633.606667597,66095.2801147408,78796.5162968535,120746.688252873,157215.144264598,158969.050319357,142869.823555016,143678.254251118,131076.702050689,132726.11721393,143094.300972592,120708.518292027,143125.425725227,106692.079351298,120458.836354206,114467.814815845,110956.087946665,154282.64800876,112660.877717801,74610.2881248516
"tr|A0A140N9W3|A0A140N9W3_ECOBD",1618986.98599904,1695832.74120281,1701494.71854056,1918470.69771358,1693460.00550528,1813099.25798602,1888038.74148746,1914673.62724243,1345109.14387577,1362692.54654393,1350541.80668459,1357259.88373512,720351.409557866,925139.994270245,866574.533036629,911567.969823071,869377.53753162,908858.595250215,894797.788966028,798466.009985078
"tr|A0A140N9W7|A0A140N9W7_ECOBD",57522.9532322409,55438.7278602845,51364.3114994744,50230.052633276,46975.1069997673,54882.7945604198,53716.5099781966,53254.2701589459,51246.9722247679,51555.2590827174,50556.9775942926,52245.2537131927,45361.3086894196,43976.3182174852,46302.1614480583,38095.090611238,42472.3292849333,45364.0680645095,42543.1333169052,38877.6765693108
"tr|A0A140N9W8|A0A140N9W8_ECOBD",1499227.63982702,1531450.58744406,1433244.36328763,1475328.04762987,2029895.66745407,2103922.01985671,2015065.97586738,2046497.71758187,1503819.66493409,1544824.04345453,1484980.48603252,1563663.22235611,1154969.68022557,1345799.26194369,1320882.92130783,1387189.19965361,1179250.39528624,1227601.30172548,1210586.89536415,1096039.21212822
"tr|A0A140N9X2|A0A140N9X2_ECOBD",427189.598754154,352014.048039213,360714.363193452,389234.252515623,499285.511344628,456748.629036552,462890.972797838,443874.910608038,397345.72507242,381654.304649629,389582.889144185,389417.140577864,405477.499508952,369758.102316016,372918.76826565,376907.385282506,351512.014485991,340951.97277861,370483.358024525,326042.196653545
"tr|A0A140N9X6|A0A140N9X6_ECOBD",487699.260284136,440995.339962696,670095.079146093,699611.116263097,501211.105289034,446895.172524535,468948.340671474,452994.607574253,416352.739294183,407943.113742227,417542.525096071,406753.327940339,240546.465875837,293824.697865895,267779.420703179,286392.868163847,261572.473859495,284440.098045363,281917.878627606,217722.770940064
"tr|A0A140N9X7|A0A140N9X7_ECOBD",601923.968200661,467877.795502079,492607.40186464,551772.254703468,795690.786748991,808255.756353312,694958.043470957,604963.187799478,469795.203906141,473948.473636403,500141.112402277,443602.565140267,456966.11256536,389621.447332172,474951.64424087,335750.351761854,359576.092926203,456112.171006861,484802.744340267,396684.401510205
"tr|A0A140N9X9|A0A140N9X9_ECOBD",13026526.6715327,6582907.81273,9839014.21820414,10057731.8391893,14476540.1704512,9813905.96266165,10726229.7590998,8151197.68058218,9051342.951286,9021102.14642157,9241487.68075656,8830957.41695102,10330951.4892057,6665680.15656343,6678459.7793941,5789110.56256846,9951346.0007878,6074364.27816881,7450811.27482815,5931452.94291685
"tr|A0A140N9Y3|A0A140N9Y3_ECOBD",1500731.29200267,1408179.33591765,1931324.35895978,2199570.36310231,1255033.21375142,1176964.98908152,1327496.12080485,1282723.35856318,1121269.51327076,1126125.92374048,1147086.08216132,1100309.35484993,608407.028330214,688463.923125726,672918.27790317,669669.988876442,615406.845974309,598041.806395035,654265.018907459,545769.622751954
"tr|A0A140N9Y4|A0A140N9Y4_ECOBD",2689755.81427262,2803463.00864291,2108488.031153,2140518.23153239,2862800.73245244,2841038.01745359,2974973.21711648,3035793.98684061,2462537.12730606,2497879.94134588,2464635.32686456,2495781.74178738,2376981.05976313,2296198.97790873,2265898.98136314,2337851.98372221,2176569.34546624,2169644.60818535,2112914.46101274,2007452.934013
"tr|A0A140N9Y8|A0A140N9Y8_ECOBD",2820800.73661195,2765581.73974991,3176219.53487743,3255246.84339228,4550147.45263498,4410508.10934295,4695873.00123639,4568055.47277949,3418797.79167195,3479995.18908338,3386288.77476654,3512504.20598878,3332938.76400521,3524625.68817899,3237968.02922568,3330158.94030296,3025179.08473343,3029457.97859313,2938241.44106109,2677659.4514997
"tr|A0A140N9Z1|A0A140N9Z1_ECOBD",82219.3622630129,62092.6392869328,62010.8209672216,83080.7909897931,100170.85445241,82988.2430221466,75690.5891133926,77021.3223099661,77395.1203991334,80612.42757778,77088.3693351399,80919.1786417735,91872.2318945992,86274.0323508709,74096.7476705659,80916.4718639111,81662.0858622835,99538.3327903235,82081.9732554885,68031.7080858387
"tr|A0A140N9Z5|A0A140N9Z5_ECOBD",722603.380419333,727811.773336533,718228.946980732,794609.933490009,860312.14252996,877758.349052905,777577.242677403,767448.194307921,696760.754170782,711980.323589295,707429.723013633,701311.354746444,571450.312636008,673166.90378483,530233.86267158,633059.767306097,621680.409733452,807815.31599338,692596.152206613,598240.875934455
"tr|A0A140N9Z6|A0A140N9Z6_ECOBD",17020592.3280229,17929253.7013077,25726640.3759054,25130791.5996039,9605026.46981587,8658353.79490861,10107748.1699318,9780655.29856193,10802941.7689655,10877867.3339809,11023775.3329349,10657033.7700115,2801112.7842828,4862032.8592037,4436356.42574277,4714188.1559613,4198630.99254448,5018744.42022825,5770041.78862834,3092672.67890442
"tr|A0A140N9Z7|A0A140N9Z7_ECOBD",43404940.2103222,40187524.9869487,40465684.5534854,41046658.530241,40947157.4517641,40083692.2554374,38761915.0842803,38795151.4055404,34512149.4258457,35104770.4102546,34943087.7390631,34673832.0970372,30576365.9886791,30612086.1768099,29868011.0118306,29335439.1039074,27180833.2005952,26076828.0375247,26965551.8463033,25151542.2112245
"tr|A0A140N9Z8|A0A140N9Z8_ECOBD",5517441.58802673,5030004.32424406,5136653.03277311,5419398.47810428,5242743.24728036,4929715.13912317,5024720.97323073,4474749.23104643,5821182.91886007,5988647.57637604,5713684.78342902,6096145.71180709,6777024.00857719,7338689.37283284,6726965.52300673,7568552.16234096,5899836.93185018,6840678.66360171,7952618.78500312,6832610.72765159
"tr|A0A140NA02|A0A140NA02_ECOBD",811376.993987159,1367829.9582107,1194155.44670714,1078871.76495492,818110.321675384,1073785.74448044,1010208.07167866,1034028.40364446,1038076.25348996,1008874.2963033,1029109.79086649,1017840.75892677,592314.57414981,994928.597216566,1015895.82685858,974278.513479137,965566.701715651,1047547.7308279,987004.509323672,1076089.22826626
"tr|A0A140NA05|A0A140NA05_ECOBD",1892489.06610302,1821582.4166296,1737213.98534487,1841233.28849724,1636100.08595095,1710486.68602463,1685681.10515164,1798722.4911166,1582470.11295762,1629156.64234069,1585064.93048592,1626561.82481239,1197414.69413445,1466014.85156602,1427542.94579132,1454472.16173254,1399218.79728517,1500305.42167109,1456729.69077559,1343240.22085587
"tr|A0A140NA12|A0A140NA12_ECOBD",3497756.92442784,3545615.74556097,3409114.20644054,3508356.57156007,3940384.99334738,3690880.98680218,3544377.84403211,3467311.07091757,3184919.41998292,3312358.956488,3227487.50660612,3269790.8698648,2833060.8346612,3053614.33880438,2942317.75201525,3051583.16469396,2795673.031053,2918162.41668257,2841994.49088012,2709344.6595585
"tr|A0A140NA18|A0A140NA18_ECOBD",206975.287875838,188350.982335923,181761.741946649,192634.4489026,200560.079486792,196191.416258185,196632.807947032,196885.838570308,178421.123609861,182750.313407144,175323.17566165,185848.261355355,202263.007706057,176494.656988046,171425.159965686,172673.409745158,170788.592242877,164023.982228368,161074.063515778,159092.456610625
"tr|A0A140NA20|A0A140NA20_ECOBD",1367694.56420723,1286392.9076068,1322678.32420048,1453886.86179551,1398082.05385783,1095814.74267775,1649913.09978204,1167198.73265552,1240132.58928976,1284777.22417017,1085560.52815542,1439349.28530452,1059362.89318486,1482591.63274806,1082404.25094381,2373453.24426163,802639.564079805,2173302.38342136,1271559.51080228,836158.505906851
"tr|A0A140NA26|A0A140NA26_ECOBD",18792112.9734553,20172072.7760376,19290629.876912,18742087.4590106,32981775.7728408,32605776.4445507,31542595.3086974,32710175.4476471,26294504.8384985,27373535.0100772,27261079.2269507,26406960.6216249,29799455.2697893,31014537.144671,32825904.2804471,31682243.2111618,27953901.8799653,27105508.7172919,25825986.4393056,27616253.6703157
"tr|A0A140NA29|A0A140NA29_ECOBD",3521693.02407973,3290957.55224707,4567674.46404355,4706244.21813148,4145471.25921534,3916745.26907161,4479382.8907934,4258217.77057106,3222462.52045285,3256945.71471699,3308968.30394574,3170439.9312241,2122045.00227793,2357730.22686078,2291471.18822546,2336792.73086859,2368020.83338488,2464605.22682052,2194947.39400459,1743578.66001312
"tr|A0A140NA32|A0A140NA32_ECOBD",160860.672789619,146442.437545005,156739.302922428,169191.84526746,269484.616539453,256354.058451448,244318.518784027,238647.442106856,189722.549242976,182966.405128581,190996.465419085,181692.488952472,180454.516538623,165353.736495431,160547.117488617,155659.889483048,175220.841023357,165870.440880995,181191.246302763,183890.841240499
"tr|A0A140NA34|A0A140NA34_ECOBD",456688.654599319,325415.726647651,230739.099042793,255591.915138263,235190.52276817,197251.703423193,179082.446490923,190573.219938996,196377.69519143,189093.548388936,184122.766660372,201348.476919995,130107.287436513,118360.96691792,131597.002026576,101077.723712806,126014.560576076,116095.731095533,104977.985240903,101379.942599878
"tr|A0A140NA37|A0A140NA37_ECOBD",1942694.25950701,1883094.86651133,1805082.57498893,2002057.21415975,1835556.39838737,1967607.82795508,1919998.57497505,1874862.22301835,1636835.11431221,1661631.45196158,1654455.57462726,1644010.99164654,1214491.30929328,1314163.42276565,1211463.21930413,1194532.48578081,1449716.10573422,1532360.44786124,1501245.9641864,1333359.30140457
"tr|A0A140NA52|A0A140NA52_ECOBD",149467.356977796,131230.616365985,134900.357548793,153717.522701323,174904.215613834,171200.746395887,185287.6522192,176172.208628616,147983.432875433,139814.507504028,139791.039928866,148006.900450595,101035.134436477,126136.173746021,109430.041988026,124704.084153275,101124.731241107,119389.707671444,126613.419710061,92158.697205348
"tr|A0A140NA53|A0A140NA53_ECOBD",9030852.43206822,9828356.92420223,8304189.31760402,8077405.68215354,7698201.22581086,8137043.59709499,8083206.33926382,8290123.59212521,8655159.83893819,8469624.2174771,8568369.72506021,8556414.33135508,8234604.74443381,8340857.68132627,9270196.82295176,8773648.42345512,7938751.59310495,8772638.55469355,8794184.18940372,8136652.94430732
"tr|A0A140NA56|A0A140NA56_ECOBD",345112.108353155,717550.647556889,649331.945868543,630274.87269367,421495.015782849,772036.127014843,735778.853211705,714819.73945811,549306.616639163,564264.42274427,554533.434635677,559037.604747756,219422.341154027,603683.306227523,577969.047150522,527194.788336401,382807.048552597,626943.019921691,508755.154193238,520262.878231681
"tr|A0A140NA57|A0A140NA57_ECOBD",541877.736124073,443580.197403987,451143.13956221,465058.030568009,565174.597255172,520027.219183112,536967.153719219,587939.868642438,522282.211994663,564521.727613233,547263.427315644,539540.512292252,549535.806871072,586638.249912542,471523.445909123,622831.468384081,508401.082554603,507490.735941127,496997.909178874,474680.789218145
"tr|A0A140NA59|A0A140NA59_ECOBD",116554.492347505,101724.029156087,85719.4838973078,112447.0417682,138800.647252882,114542.938018923,107084.448652254,112250.972780681,86119.4809030299,90800.746196368,81704.5289520355,95215.6981473624,36360.0548788905,66194.5612886116,50567.447346788,63145.8712553656,73805.1421039146,86850.9414795818,68309.6449889085,61601.761554331
